Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Sprint3,Chrome 114.0.0.0,,,2023-06-12 18:54:43,2023-06-12 19:48:38,53m - 55.192s,FAILED
,,,,,,,
Test Cases/Sprint 3/Add crew with valid inputs,Chrome 114.0.0.0,,,2023-06-12 19:00:41,2023-06-12 19:02:36,1m - 54.998s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-06-12 19:00:41,2023-06-12 19:00:46,5.398s,PASSED
"navigateToUrl(""https://livesust-test-web.optisolbusiness.com/login"")",Chrome 114.0.0.0,,,2023-06-12 19:00:46,2023-06-12 19:00:50,3.633s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-06-12 19:00:50,2023-06-12 19:00:50,0.161s,PASSED
"setText(findTestObject(""Object Repository/Page_LiveSust/input_Provider Log In_Username  E-Mail Address""), ""Sachin@yopmail.com"")",Chrome 114.0.0.0,,,2023-06-12 19:00:50,2023-06-12 19:00:51,1.140s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_LiveSust/input_Username  E-Mail Address_Password""), ""+p0xE3Qc9agwqAa4cuTULg=="")",Chrome 114.0.0.0,,,2023-06-12 19:00:51,2023-06-12 19:00:52,0.671s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/button_Log In""))",Chrome 114.0.0.0,,,2023-06-12 19:00:52,2023-06-12 19:00:53,0.536s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/span_Crews""))",Chrome 114.0.0.0,,,2023-06-12 19:00:53,2023-06-12 19:00:55,2.674s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/button_Add Crew""))",Chrome 114.0.0.0,,,2023-06-12 19:00:55,2023-06-12 19:01:27,31.645s,PASSED
"setText(findTestObject(""Object Repository/Page_LiveSust/input_Archived_Crew Name""), ""Crewwwww@1235"")",Chrome 114.0.0.0,,,2023-06-12 19:01:27,2023-06-12 19:01:29,1.978s,PASSED
