Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Sprint3,Chrome 113.0.0.0,,,2023-05-16 13:17:25,2023-05-16 13:27:12,9m - 46.369s,FAILED
,,,,,,,
Test Cases/Sprint 3/Add crew with valid inputs,Chrome 113.0.0.0,,,2023-05-16 13:18:29,2023-05-16 13:18:49,19.798s,FAILED
"openBrowser("""")",Chrome 113.0.0.0,,,2023-05-16 13:18:29,2023-05-16 13:18:34,4.921s,PASSED
"navigateToUrl(""https://livesust-test-web.optisolbusiness.com/login"")",Chrome 113.0.0.0,,,2023-05-16 13:18:34,2023-05-16 13:18:37,3.766s,PASSED
maximizeWindow(),Chrome 113.0.0.0,,,2023-05-16 13:18:37,2023-05-16 13:18:38,0.169s,PASSED
"setText(findTestObject(""Object Repository/Page_LiveSust/input_Provider Log In_Username  E-Mail Address""), ""Sachin@yopmail.com"")",Chrome 113.0.0.0,,,2023-05-16 13:18:38,2023-05-16 13:18:39,1.309s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_LiveSust/input_Username  E-Mail Address_Password""), ""+p0xE3Qc9agwqAa4cuTULg=="")",Chrome 113.0.0.0,,,2023-05-16 13:18:39,2023-05-16 13:18:40,0.584s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/button_Log In""))",Chrome 113.0.0.0,,,2023-05-16 13:18:40,2023-05-16 13:18:40,0.561s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/span_Crews""))",Chrome 113.0.0.0,,,2023-05-16 13:18:40,2023-05-16 13:18:43,2.464s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/button_Add Crew""))",Chrome 113.0.0.0,,,2023-05-16 13:18:43,2023-05-16 13:18:44,1.249s,PASSED
"setText(findTestObject(""Object Repository/Page_LiveSust/input_Archived_Crew Name""), ""Crewwwww@1235"")",Chrome 113.0.0.0,,,2023-05-16 13:18:44,2023-05-16 13:18:45,1.415s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/div_Assign Team Members""))",Chrome 113.0.0.0,,,2023-05-16 13:18:45,2023-05-16 13:18:46,0.531s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/label_Vaniiiiii Vv""))",Chrome 113.0.0.0,,,2023-05-16 13:18:46,2023-05-16 13:18:46,0.548s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/label_hjhuk hgjhu""))",Chrome 113.0.0.0,,,2023-05-16 13:18:46,2023-05-16 13:18:47,0.948s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/div_Crew NameVaniiiiii Vvhjhuk hgjhuSelect _b5400d""))",Chrome 113.0.0.0,,,2023-05-16 13:18:47,2023-05-16 13:18:48,0.575s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/input_Crew Colors_color-picker-input w-50 f_89ff85""))",Chrome 113.0.0.0,,,2023-05-16 13:18:48,2023-05-16 13:18:49,0.724s,FAILED
,,,,,,,
Test Cases/Sprint 3/Edit crew,Chrome 113.0.0.0,,,2023-05-16 13:19:37,2023-05-16 13:19:51,14.755s,FAILED
"openBrowser("""")",Chrome 113.0.0.0,,,2023-05-16 13:19:37,2023-05-16 13:19:41,4.857s,PASSED
"navigateToUrl(""https://livesust-test-web.optisolbusiness.com/login"")",Chrome 113.0.0.0,,,2023-05-16 13:19:41,2023-05-16 13:19:45,3.884s,PASSED
maximizeWindow(),Chrome 113.0.0.0,,,2023-05-16 13:19:45,2023-05-16 13:19:46,0.173s,PASSED
"setText(findTestObject(""Object Repository/Page_LiveSust/input_Provider Log In_Username  E-Mail Address""), ""Sachin@yopmail.com"")",Chrome 113.0.0.0,,,2023-05-16 13:19:46,2023-05-16 13:19:47,0.969s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_LiveSust/input_Username  E-Mail Address_Password""), ""+p0xE3Qc9agwqAa4cuTULg=="")",Chrome 113.0.0.0,,,2023-05-16 13:19:47,2023-05-16 13:19:47,0.544s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/button_Log In""))",Chrome 113.0.0.0,,,2023-05-16 13:19:47,2023-05-16 13:19:48,0.523s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/span_Crews""))",Chrome 113.0.0.0,,,2023-05-16 13:19:48,2023-05-16 13:19:50,2.503s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/em_Company Name_lnr lnr-chevron-down""))",Chrome 113.0.0.0,,,2023-05-16 13:19:50,2023-05-16 13:19:51,1.285s,FAILED
,,,,,,,
Test Cases/Sprint 3/Delete crew,Chrome 113.0.0.0,,,2023-05-16 13:20:37,2023-05-16 13:20:52,14.410s,FAILED
"openBrowser("""")",Chrome 113.0.0.0,,,2023-05-16 13:20:37,2023-05-16 13:20:42,4.430s,PASSED
"navigateToUrl(""https://livesust-test-web.optisolbusiness.com/login"")",Chrome 113.0.0.0,,,2023-05-16 13:20:42,2023-05-16 13:20:45,3.578s,PASSED
maximizeWindow(),Chrome 113.0.0.0,,,2023-05-16 13:20:45,2023-05-16 13:20:46,0.174s,PASSED
"setText(findTestObject(""Object Repository/Page_LiveSust/input_Provider Log In_Username  E-Mail Address""), ""Sachin@yopmail.com"")",Chrome 113.0.0.0,,,2023-05-16 13:20:46,2023-05-16 13:20:47,1.047s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_LiveSust/input_Username  E-Mail Address_Password""), ""+p0xE3Qc9agwqAa4cuTULg=="")",Chrome 113.0.0.0,,,2023-05-16 13:20:47,2023-05-16 13:20:47,0.719s,PASSED
