Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Sprint1,Chrome 114.0.0.0,,,2023-06-13 11:59:37,2023-06-13 12:40:13,40m - 35.796s,FAILED
,,,,,,,
Test Cases/Sprint 1/Login,Chrome 114.0.0.0,,,2023-06-13 11:59:38,2023-06-13 12:00:00,22.363s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-06-13 11:59:39,2023-06-13 11:59:49,9.323s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-06-13 11:59:49,2023-06-13 11:59:49,0.356s,PASSED
"navigateToUrl(""https://livesust-test-web.optisolbusiness.com/login"")",Chrome 114.0.0.0,,,2023-06-13 11:59:49,2023-06-13 11:59:53,4.322s,PASSED
"setText(findTestObject(""Object Repository/Page_LiveSust/input_Provider Log In_Username  E-Mail Address""), ""Benedicta@yopmail.com"")",Chrome 114.0.0.0,,,2023-06-13 11:59:53,2023-06-13 11:59:55,1.475s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_LiveSust/input_Username  E-Mail Address_Password""), ""A6mEPJzh5E0zn4FxjKHQNA=="")",Chrome 114.0.0.0,,,2023-06-13 11:59:55,2023-06-13 11:59:55,0.726s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/button_Log In""))",Chrome 114.0.0.0,,,2023-06-13 11:59:55,2023-06-13 11:59:56,0.790s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_LiveSust/div_Login successfully""), 0)",Chrome 114.0.0.0,,,2023-06-13 11:59:56,2023-06-13 11:59:59,2.674s,PASSED
closeBrowser(),Chrome 114.0.0.0,,,2023-06-13 11:59:59,2023-06-13 12:00:00,1.414s,PASSED
,,,,,,,
Test Cases/Sprint 1/Postive scenario of change password,Chrome 114.0.0.0,,,2023-06-13 12:03:58,2023-06-13 12:05:19,1m - 20.196s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-06-13 12:03:58,2023-06-13 12:04:04,5.451s,PASSED
"navigateToUrl(""https://livesust-test-web.optisolbusiness.com/login"")",Chrome 114.0.0.0,,,2023-06-13 12:04:04,2023-06-13 12:04:08,3.881s,PASSED
"setText(findTestObject(""Object Repository/Page_LiveSust/input_Provider Log In_Username  E-Mail Address""), ""Benedicta@yopmail.com"")",Chrome 114.0.0.0,,,2023-06-13 12:04:08,2023-06-13 12:04:09,1.231s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_LiveSust/input_Username  E-Mail Address_Password""), ""A6mEPJzh5E0jyMlyB9kA3w=="")",Chrome 114.0.0.0,,,2023-06-13 12:04:09,2023-06-13 12:04:10,0.710s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/button_Log In""))",Chrome 114.0.0.0,,,2023-06-13 12:04:10,2023-06-13 12:04:10,0.783s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/em_Company Name_lnr lnr-chevron-down""))",Chrome 114.0.0.0,,,2023-06-13 12:04:10,2023-06-13 12:04:42,31.841s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/li_Change Password""))",Chrome 114.0.0.0,,,2023-06-13 12:04:42,2023-06-13 12:05:19,36.240s,FAILED
,,,,,,,
Test Cases/Sprint 1/Negative scenario of change password,Chrome 114.0.0.0,,,2023-06-13 12:05:19,2023-06-13 12:15:24,10m - 5.859s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-06-13 12:05:19,2023-06-13 12:05:25,5.365s,PASSED
"navigateToUrl(""https://livesust-test-web.optisolbusiness.com/login"")",Chrome 114.0.0.0,,,2023-06-13 12:05:25,2023-06-13 12:05:29,3.869s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-06-13 12:05:29,2023-06-13 12:05:29,0.236s,PASSED
"setText(findTestObject(""Object Repository/Page_LiveSust/input_Provider Log In_Username  E-Mail Address""), ""Benedicta@yopmail.com"")",Chrome 114.0.0.0,,,2023-06-13 12:05:29,2023-06-13 12:05:30,0.972s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_LiveSust/input_Username  E-Mail Address_Password""), ""A6mEPJzh5E0zn4FxjKHQNA=="")",Chrome 114.0.0.0,,,2023-06-13 12:05:30,2023-06-13 12:05:31,0.603s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/button_Log In""))",Chrome 114.0.0.0,,,2023-06-13 12:05:31,2023-06-13 12:05:31,0.789s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/button_Benedicta Company Name""))",Chrome 114.0.0.0,,,2023-06-13 12:05:31,2023-06-13 12:05:38,6.664s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/li_Change Password""))",Chrome 114.0.0.0,,,2023-06-13 12:05:38,2023-06-13 12:05:39,0.817s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_LiveSust/input_Change Password_Old Password""), ""gpRo7Svha2ybAjs0UyWd6A=="")",Chrome 114.0.0.0,,,2023-06-13 12:05:39,2023-06-13 12:05:40,0.721s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/em_Company Name_lnr lnr-chevron-down""))",Chrome 114.0.0.0,,,2023-06-13 12:05:40,2023-06-13 12:06:11,31.740s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/em_Company Name_lnr lnr-chevron-down""))",Chrome 114.0.0.0,,,2023-06-13 12:06:11,2023-06-13 12:06:43,31.685s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_LiveSust/input_Old Password_New Password""), ""A6mEPJzh5E0zn4FxjKHQNA=="")",Chrome 114.0.0.0,,,2023-06-13 12:06:43,2023-06-13 12:06:44,0.596s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/em_Company Name_lnr lnr-chevron-down""))",Chrome 114.0.0.0,,,2023-06-13 12:06:44,2023-06-13 12:07:15,31.830s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/em_Company Name_lnr lnr-chevron-down""))",Chrome 114.0.0.0,,,2023-06-13 12:07:15,2023-06-13 12:07:47,31.548s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_LiveSust/input_Maximum of 20 Characters_Confirm Password""), ""A6mEPJzh5E0zn4FxjKHQNA=="")",Chrome 114.0.0.0,,,2023-06-13 12:07:47,2023-06-13 12:07:48,0.752s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/em_Company Name_lnr lnr-chevron-down""))",Chrome 114.0.0.0,,,2023-06-13 12:07:48,2023-06-13 12:08:20,31.845s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/em_Company Name_lnr lnr-chevron-down""))",Chrome 114.0.0.0,,,2023-06-13 12:08:20,2023-06-13 12:08:51,31.764s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/button_Save Password""))",Chrome 114.0.0.0,,,2023-06-13 12:08:51,2023-06-13 12:08:52,0.545s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_LiveSust/div_Invalid old password""), 0)",Chrome 114.0.0.0,,,2023-06-13 12:08:52,2023-06-13 12:08:53,1.617s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_LiveSust/input_Change Password_Old Password""), ""A6mEPJzh5E0jyMlyB9kA3w=="")",Chrome 114.0.0.0,,,2023-06-13 12:08:53,2023-06-13 12:08:54,0.607s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/div_Old Password_password-eye ng-star-inserted""))",Chrome 114.0.0.0,,,2023-06-13 12:08:54,2023-06-13 12:09:26,31.559s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/em_Company Name_lnr lnr-chevron-down""))",Chrome 114.0.0.0,,,2023-06-13 12:09:26,2023-06-13 12:09:57,31.875s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/em_Company Name_lnr lnr-chevron-down""))",Chrome 114.0.0.0,,,2023-06-13 12:09:57,2023-06-13 12:10:29,31.675s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_LiveSust/input_Old Password_New Password""), ""A6mEPJzh5E0jyMlyB9kA3w=="")",Chrome 114.0.0.0,,,2023-06-13 12:10:29,2023-06-13 12:10:30,0.673s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/em_Company Name_lnr lnr-chevron-down""))",Chrome 114.0.0.0,,,2023-06-13 12:10:30,2023-06-13 12:11:01,31.607s,PASSED
"click(findTestObject(""Object Repository/Page_LiveSust/em_Company Name_lnr lnr-chevron-down""))",Chrome 114.0.0.0,,,2023-06-13 12:11:01,2023-06-13 12:11:33,31.640s,PASSED
